FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Harry,Kane,FWD,TOT,11800000,2,222,6.9,5.84745762711864E-07,1.88135593220339E-05,0,5958178,1,35,0,0,0,21,0,18.8,20787,13,1,222,-13,0.3,0,4,37,0,11,0,13,43.7,7914672,0,-1,0,9,2813,42351,-1,0,814,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,8.6,9.2,8.5,9.1,322.7
N'Golo,Kante,MID,CHE,4900000,2,61,2.1,4.28571428571429E-07,1.24489795918367E-05,0,428249,7,24,0,0,0,0,0,12.4,821,-1,0,61,1,0.2,0,1,0,0,10,0,2,2.4,236321,0,-1,0,0,2109,1778,0,0,373,Man City,Arsenal,Leicester,Aston Villa,,2,0,1.2,1.2,86.1
Michal,Karbownik,DEF,BHA,4500000,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,-1,0,0,0,30,0,0,0,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,0
Moise,Kean,FWD,EVE,5700000,0,2,1,1.75438596491228E-07,3.50877192982456E-07,0,36314,0,0,0,0,0,0,0,0.4,7,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,8011,0,-1,0,0,13,0,0,0,1,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,0.9
Michael,Keane,DEF,EVE,5000000,7,113,3.5,7E-07,2.26E-05,0,874392,4,37,0,0,0,3,0,22.6,1871,0,0,113,0,0.3,0,1.6,12,0,9,0,1,5.9,1124816,0,-1,0,3,2674,16428,0,0,577,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,9.1,3.6,4.1,4.9,100.1
Neeskens,Kebano,MID,FUL,4700000,0,6,1.2,2.5531914893617E-07,1.27659574468085E-06,0,12534,0,3,0,0,0,0,0,1.3,6,-3,0,6,3,0,0,0,0,0,0,0,0,0,3056,0,-1,0,0,116,0,0,0,13,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,5.9
Naby,Keita,MID,LIV,5200000,0,15,0.454545454545455,8.74125874125874E-08,2.88461538461538E-06,0,81687,1,8,0,0,0,0,0,2.9,26,-3,0,15,3,0,0,0,0,0,2,0,0,0.2,17341,0,-1,0,0,517,9,0,0,78,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0.2,0.2,29
Caoimhin,Kelleher,GLK,LIV,4500000,0,10,5,1.11111111111111E-06,2.22222222222222E-06,0,31819,0,1,0,6,0,0,0,2.2,68,0,0,10,0,0,0,0,0,0,1,0,0,0.1,32625,0,-1,0,1,180,19,0,0,41,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,5.8
Martin,Kelly,DEF,CRY,4100000,0,0,0,0,0,0,81853,0,0,0,0,0,0,0,0,55,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,13231,0,-1,0,0,0,44,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,0,5,1.2,2.7906976744186E-07,1.16279069767442E-06,0,20419,0,1,0,0,0,0,0,1.2,10,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,7972,0,-1,0,0,78,0,0,0,19,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,2.8
Reda,Khadra,MID,BHA,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,452,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,602,0,-1,0,0,4,13,0,0,3,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,0.2
Max,Kilman,DEF,WOL,3900000,1,56,1.64705882352941,4.22322775263952E-07,1.43589743589744E-05,0,1439980,4,10,0,0,0,0,0,14.4,2814,-1,0,56,1,0.1,0,0.5,8,0,5,0,1,5.8,1680246,0,-1,0,1,1217,1645,0,0,241,Brighton,Tottenham,Everton,Man Utd,,1.2,1,1,1.4,36.3
Joshua,King,FWD,EVE,5100000,1,11,0.333333333333333,6.5359477124183E-08,2.15686274509804E-06,0,24548,0,2,0,0,0,0,0,2.2,146,-4,0,11,4,0.1,0,0.6,0,0,0,0,0,0.1,29300,0,-1,0,0,138,156,0,0,18,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0.4,0.2,0.2,0.2,5
Cedric,Kipre,DEF,WBA,4300000,0,0,0,0,0,0,5046,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,1228,0,-1,0,0,0,0,0,0,0,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,0
Mateusz,Klich,MID,LEE,5200000,2,91,2.7,5.19230769230769E-07,1.75E-05,0,1099271,6,44,0,0,0,3,0,17.5,480,-3,0,91,3,0.3,0,1.5,3,0,7,0,5,2.4,1083303,0,-1,0,0,2311,392,0,0,380,Tottenham,Burnley,Southampton,West Brom,,1.8,2.6,1.8,2.6,139.5
Anthony,Knockaert,MID,FUL,5000000,0,0,0,0,0,0,12663,0,0,0,0,0,0,0,0,1,-5,0,0,5,0,0,0,0,0,0,0,0,0,1026,0,-1,0,0,0,0,0,0,0,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,0
Robin,Koch,DEF,LEE,4300000,1,38,1.11764705882353,2.59917920656635E-07,8.83720930232558E-06,0,83959,1,21,0,0,0,0,0,8.8,48,-2,0,38,2,0.2,0,0.8,2,0,4,0,0,0.3,54001,0,-1,0,1,1130,98,0,0,220,Tottenham,Burnley,Southampton,West Brom,,0.6,0.6,0.6,0.7,41.4
Sead,Kolasinac,DEF,ARS,4800000,0,2,2,4.16666666666667E-07,4.16666666666667E-07,0,21568,0,1,0,0,0,0,0,0.4,6,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5329,0,-1,0,0,90,0,0,0,9,West Brom,Chelsea,Crystal Palace,Brighton,,0,0,0,0,1.3
Terence,Kongolo,DEF,FUL,4300000,0,2,2,4.65116279069767E-07,4.65116279069767E-07,0,1710,0,1,0,0,0,0,0,0.5,43,-2,0,2,2,0,0,0,0,0,0,0,0,0,1945,0,-1,0,0,90,30,0,0,15,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,2.4
,Konsa,DEF,AVL,4700000,2,108,3.3,7.02127659574468E-07,2.29787234042553E-05,0,1020480,3,41,0,0,0,2,0,23,3184,2,0,108,-2,0.3,0,1.2,7,0,11,0,0,6.5,1411153,0,-1,0,1,2880,1698,0,0,528,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,6,3.2,3.3,3.1,91.2
Billy,Koumetio,DEF,LIV,4000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,0,0,0,8,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Cheikhou,Kouyate,MID,CRY,4800000,4,77,2.3,4.79166666666667E-07,1.60416666666667E-05,0,92622,3,49,0,0,0,1,0,16,193,-2,0,77,2,0.4,0,1.8,2,0,8,0,0,0.3,88527,0,-1,0,0,2853,138,0,0,417,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,3.4,1.4,1.3,1.3,74.9
Mateo,Kovacic,MID,CHE,5300000,0,52,2.1,3.9622641509434E-07,9.81132075471698E-06,0,46482,3,23,0,0,0,0,0,9.8,176,-2,0,52,2,0,0,0,0,0,9,0,1,0.3,37528,0,-1,0,0,1686,6,0,0,320,Man City,Arsenal,Leicester,Aston Villa,,0,0,1.2,1.2,82.5
Emil,Krafth,DEF,NEW,4200000,0,27,0.794117647058823,1.89075630252101E-07,6.42857142857143E-06,0,12021,4,23,0,0,0,0,0,6.4,87,-3,0,27,3,0,0,0,0,0,3,0,1,0.1,9358,0,-1,0,0,1034,75,0,0,157,Leicester,Man City,Sheffield United,Fulham,,0.4,0.5,0.4,0.4,32.8
Filip,Krovinovic,MID,WBA,4900000,0,17,1.5,3.06122448979592E-07,3.46938775510204E-06,0,1791,0,11,0,0,0,0,0,3.5,1,-1,0,17,1,0,0,0,0,0,1,0,0,0,1547,0,-1,0,0,541,0,0,0,97,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,22.8
Alexandre,Lacazette,FWD,ARS,8400000,2,128,4.3,5.11904761904762E-07,1.52380952380952E-05,0,1915383,3,21,0,0,0,13,0,15.2,9347,-1,0,128,1,0.1,0,0.8,21,0,7,0,3,4.5,1899707,0,-1,0,4,1905,1787,0,0,451,West Brom,Chelsea,Crystal Palace,Brighton,,8.7,0,5.5,4.4,170.3
Adam,Lallana,MID,BHA,6200000,0,55,1.61764705882353,2.60910815939279E-07,8.87096774193548E-06,0,109903,0,15,0,0,0,1,0,8.9,427,-3,0,55,3,0.1,0,0.8,2,0,5,0,1,0.3,44065,0,-1,0,0,1475,29,0,0,245,Wolverhampton,West Ham,Man City,Arsenal,,0,0.9,0.8,0.8,87.8
Erik,Lamela,MID,TOT,5700000,1,28,0.823529411764706,1.44478844169247E-07,4.91228070175439E-06,0,24777,4,17,0,0,0,1,0,4.9,65,-3,0,28,3,0.2,0,1,0,0,1,0,1,0.1,14915,0,-1,0,0,700,43,0,1,96,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0.4,0.4,0.4,0.4,48.4
Tariq,Lamptey,DEF,BHA,4600000,0,35,3.2,6.95652173913044E-07,7.60869565217391E-06,0,1312112,2,15,0,0,0,1,0,7.6,580,1,0,35,-1,0,0,0,2,0,2,0,3,2.2,1223861,0,-1,0,0,887,30,0,1,156,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,46.7
Daniel,Langley,GLK,NEW,3900000,0,0,0,0,0,0,12148,0,0,0,0,0,0,0,0,1095,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,22997,0,-1,0,0,0,352,0,0,0,Leicester,Man City,Sheffield United,Fulham,,0,0,0,0,0
Henri,Lansbury,MID,AVL,4300000,0,0,0,0,0,0,20012,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6231,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6400000,1,28,0.823529411764706,1.28676470588235E-07,4.375E-06,0,19911,1,5,0,0,0,1,0,4.4,157,-1,0,28,1,0.2,0,1.2,0,0,1,0,1,0.1,18736,0,-1,0,0,556,75,0,0,117,Everton,Brighton,West Brom,Southampton,,0,0.4,0.4,0.4,37.5
Aymeric,Laporte,DEF,MCI,6000000,1,58,1.70588235294118,2.84313725490196E-07,9.66666666666667E-06,0,397864,1,10,0,0,0,0,0,9.7,1376,0,0,58,0,0.4,0,2.7,4,0,7,0,0,2.3,195808,0,-1,0,0,1343,2148,0,0,286,Chelsea,Newcastle,Brighton,Everton,,1.1,1,1.1,0.9,39.6
Jamaal,Lascelles,DEF,NEW,4200000,0,44,2.3,5.47619047619048E-07,1.04761904761905E-05,0,396346,4,32,0,0,0,2,0,10.5,1080,-3,0,44,3,0,0,0,3,0,2,0,0,0.9,209667,0,-1,0,0,1625,97,0,0,229,Leicester,Man City,Sheffield United,Fulham,,0,0,0,0,54.7
Maxime,Le Marchand,DEF,FUL,4100000,0,1,0.5,1.21951219512195E-07,2.4390243902439E-07,0,13735,2,1,0,0,0,0,0,0.2,9,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,3430,0,-1,0,0,122,0,0,0,12,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,1.6
Florian,Lejeune,DEF,NEW,4300000,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,382,0,-1,0,0,0,0,0,0,0,Leicester,Man City,Sheffield United,Fulham,,0,0,0,0,0
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,-1,0,0,0,0,0,0,0,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,0
Mario,Lemina,MID,FUL,4500000,1,54,1.58823529411765,3.52941176470588E-07,1.2E-05,0,88572,4,26,0,0,0,1,0,12,681,0,0,54,0,0.6,0,2.7,3,0,3,0,1,0.3,27844,0,-1,0,0,1606,48,0,0,261,Burnley,Southampton,Man Utd,Newcastle,,0,0,0.8,0.8,57.9
Bernd,Leno,GLK,ARS,5000000,11,121,3.7,7.4E-07,2.42E-05,0,1094573,0,36,0,80,0,0,0,24.2,4809,0,0,121,0,0.4,0,2.2,10,0,10,0,0,6.8,958074,1,-1,1,3,2951,494,0,1,578,West Brom,Chelsea,Crystal Palace,Brighton,,8.1,0,4,3.6,65.9
Thakgalo,Leshabela,MID,LEI,4400000,0,1,0.0294117647058824,6.68449197860963E-09,2.27272727272727E-07,0,337,0,0,0,0,0,0,0,0.2,10,-1,0,1,1,0,0,0,0,0,0,0,0,0,466,0,-1,0,0,9,2,0,0,2,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,0.2
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0,-1,0,0,0,30,0,0,0,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0
Jamal,Lewis,DEF,NEW,4100000,0,43,1.9,4.63414634146341E-07,1.04878048780488E-05,0,502891,4,37,0,0,0,0,0,10.5,795,-4,0,43,4,0,0,0,3,0,3,0,1,1.1,442619,0,-1,0,1,1827,387,0,0,258,Leicester,Man City,Sheffield United,Fulham,,1.3,1.9,1.6,1.7,54.1
Victor,Lindelof,DEF,MUN,4800000,2,100,3.7,7.70833333333333E-07,2.08333333333333E-05,0,251464,0,25,0,0,0,1,0,20.8,4324,-2,0,100,2,0.4,0,2,3,0,10,0,1,2,254170,0,-1,0,0,2405,1052,0,0,496,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,12.4,0,4.1,4.6,63.3
Jesse,Lingard,MID,WHU,6600000,1,94,2.76470588235294,4.18894830659537E-07,1.42424242424242E-05,0,722438,3,17,0,0,0,9,0,14.2,15487,6,0,94,-6,0.5,1,3,13,0,3,0,4,29.5,3072275,0,-1,0,4,1153,34066,0,0,289,Everton,Brighton,West Brom,Southampton,,2.1,2.1,2.4,2.5,111.2
Jake,Livermore,MID,WBA,4700000,0,24,0.705882352941177,1.50187734668335E-07,5.1063829787234E-06,0,15099,2,34,0,0,0,0,0,5.1,6,-3,0,24,3,0,0,0,0,0,1,0,0,0,5469,1,-1,0,0,1226,10,0,1,101,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0.4,0.4,0.4,0.4,25.9
Valentino,Livramento,DEF,CHE,4000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0,0,21,0,0,0,Man City,Arsenal,Leicester,Aston Villa,,0,0,0,0,0
Diego,Llorente,DEF,LEE,4400000,2,43,1.26470588235294,2.87433155080214E-07,9.77272727272727E-06,0,12567,1,12,0,0,0,1,0,9.8,898,-1,0,43,1,1.2,0,5.2,3,0,3,0,0,0.5,46661,0,-1,0,1,1068,9794,0,0,228,Tottenham,Burnley,Southampton,West Brom,,0.7,0.6,0.6,0.8,43.4
Hugo,Lloris,GLK,TOT,5600000,2,137,3.9,6.96428571428571E-07,2.44642857142857E-05,0,805723,0,41,0,104,0,0,0,24.5,3830,1,0,137,-1,0.6,0,3.5,12,0,11,0,0,6.8,868414,0,-1,0,0,3150,2403,0,0,644,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,4,5.2,4.5,4,79.1
Giovani,Lo Celso,MID,TOT,6900000,2,32,0.941176470588235,1.36402387041773E-07,4.63768115942029E-06,0,48549,5,10,0,0,0,1,0,4.6,71,-1,0,32,1,0.3,0,1.8,0,0,4,0,1,0.4,15713,0,-1,0,0,871,73,0,0,133,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0.5,0.5,0.5,0.5,49.6
Ruben,Loftus-Cheek,MID,FUL,5900000,1,64,1.88235294117647,3.19042871385842E-07,1.08474576271186E-05,0,40496,3,21,0,0,0,1,0,10.8,105,-1,0,64,1,0.1,0,0.7,0,0,11,0,0,0.2,34738,0,-1,0,0,1890,135,0,0,170,Burnley,Southampton,Man Utd,Newcastle,,1.3,1.1,0.9,1.1,88.5
Andy,Lonergan,GLK,WBA,4000000,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4642,0,-1,0,0,0,18,0,0,0,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,0
Kevin,Long,DEF,BUR,4300000,0,14,1.8,4.18604651162791E-07,3.25581395348837E-06,0,22485,2,13,0,0,0,0,0,3.3,72,-2,0,14,2,0,0,0,1,0,1,0,0,0.1,13121,0,-1,0,0,636,24,0,0,85,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,0,0,0,0,14
Shane,Long,FWD,SOU,5100000,0,12,1.1,2.15686274509804E-07,2.35294117647059E-06,0,135140,0,6,0,0,0,0,0,2.4,67,-4,0,12,4,0,0,0,0,0,1,0,0,0.4,57958,0,-1,0,0,201,0,0,0,21,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,0,0,0,0,3.4
Nigel,Lonwijk,DEF,WOL,3900000,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0,2023,0,-1,0,0,0,108,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Ademola,Lookman,MID,FUL,4800000,2,103,3.3,6.875E-07,2.14583333333333E-05,0,514664,4,30,0,0,0,4,0,21.5,1562,-2,0,103,2,0.5,1,2.3,8,0,10,0,4,1.4,612781,0,-1,0,1,2568,3099,0,0,353,Burnley,Southampton,Man Utd,Newcastle,,3.2,2.7,2.4,2.8,222.2
Jonas,Lossl,GLK,EVE,4300000,0,0,0,0,0,0,10512,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3190,0,-1,0,0,0,0,0,0,0,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,0
Max,Lowe,DEF,SHU,4200000,0,9,0.264705882352941,6.30252100840336E-08,2.14285714285714E-06,0,6382,1,10,0,0,0,0,0,2.1,22,-3,0,9,3,0,0,0,0,0,0,0,0,0,2871,0,-1,0,0,549,5,0,0,49,Crystal Palace,Everton,Newcastle,Burnley,,0.1,0.1,0.1,0.1,18.4
Matthew,Lowton,DEF,BUR,4400000,6,100,3.2,7.27272727272727E-07,2.27272727272727E-05,0,347669,5,39,0,0,0,1,0,22.7,1390,-1,0,100,1,0.9,0,4,6,0,10,0,1,2.3,509342,0,-1,0,1,2790,4175,0,0,504,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,3.8,3,3.8,3,96.2
,Lucas Moura,MID,TOT,6500000,0,79,2.32352941176471,3.57466063348416E-07,1.21538461538462E-05,0,375295,1,18,0,0,0,3,0,12.2,2617,-5,1,79,5,0.2,0,1.5,5,0,4,0,5,1.6,311854,0,-1,0,1,1375,382,-1,0,233,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,1.6,1.7,1.3,1.5,87.2
John,Lundstram,MID,SHU,4800000,1,48,1.7,3.54166666666667E-07,1E-05,0,750980,8,41,0,0,0,0,0,10,201,-7,1,48,7,0.1,1,0.5,2,0,3,0,2,1.3,48551,0,-1,0,0,2027,29,-1,1,244,Crystal Palace,Everton,Newcastle,Burnley,,1.1,1.1,0.8,1.3,79.3
Alexis,Mac Allister,MID,BHA,5300000,1,44,1.29411764705882,2.44173140954495E-07,8.30188679245283E-06,0,7751,1,10,0,0,0,1,0,8.3,20,-2,0,44,2,0.2,0,1.2,3,0,5,0,1,0,4861,0,-1,0,0,953,20,0,0,137,Wolverhampton,West Ham,Man City,Arsenal,,0.6,0.6,0.6,0.6,52.9
Matt,Macey,GLK,ARS,4000000,0,0,0,0,0,0,150526,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0.9,171821,0,-1,0,0,0,0,0,0,0,West Brom,Chelsea,Crystal Palace,Brighton,,0,0,0,0,0
James,Maddison,MID,LEI,7300000,3,130,4.5,6.16438356164384E-07,1.78082191780822E-05,0,2334837,4,26,0,0,0,8,0,17.8,44111,3,0,130,-3,0.3,0,2,12,0,10,0,7,7.2,2688996,0,-1,0,3,1973,2845,0,0,461,Newcastle,Man Utd,Chelsea,Tottenham,,8.5,0,4.5,3.8,200.4
Frankie,Maguire,MID,SHU,4400000,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,117,-1,0,0,1,0,0,0,0,0,0,0,0,0,1692,0,-1,0,0,0,41,0,0,0,Crystal Palace,Everton,Newcastle,Burnley,,0,0,0,0,0
Harry,Maguire,DEF,MUN,5600000,1,124,3.6,6.42857142857143E-07,2.21428571428571E-05,0,608271,11,36,0,0,0,2,0,22.1,39805,1,-1,124,-1,0.3,0,1.6,8,0,13,0,2,7.2,829572,0,-1,0,1,3047,1342,1,0,632,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,126.3
Riyad,Mahrez,MID,MCI,8000000,0,134,3.94117647058824,4.92647058823529E-07,1.675E-05,0,2127409,0,19,0,0,0,9,0,16.8,8539,-5,0,134,5,0.1,0,0.7,15,0,10,0,6,5.7,2346398,0,-1,0,4,1791,32534,0,0,464,Chelsea,Newcastle,Brighton,Everton,,3.5,3.8,3.9,3.5,206.9
Ainsley,Maitland-Niles,DEF,WBA,4600000,0,64,1.88235294117647,4.0920716112532E-07,1.39130434782609E-05,0,187029,2,18,0,0,0,0,0,13.9,319,-4,0,64,4,0.4,0,1.8,1,0,6,0,2,0.8,96708,0,-1,0,0,1547,201,0,0,244,Arsenal,Liverpool,West Ham,Leeds United F.C.,,1.8,1.8,1.9,1.2,41.9
Josh,Maja,FWD,FUL,5100000,1,38,1.11764705882353,2.19146482122261E-07,7.45098039215686E-06,0,149952,0,7,0,0,0,3,0,7.5,1031,-4,1,38,4,0.7,0,3.7,5,0,5,0,0,0.5,186740,0,-1,0,1,764,737,-1,0,119,Burnley,Southampton,Man Utd,Newcastle,,0.6,0.6,0.6,0.7,53.5
Anthony,Mancini,MID,BUR,4400000,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,1614,0,-1,0,0,0,30,0,0,0,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,0,0,0,0,0
Sadio,Mane,MID,LIV,11700000,11,148,4.8,4.1025641025641E-07,1.26495726495727E-05,0,2330010,3,27,0,0,0,9,0,12.6,2135,-3,0,148,3,0.4,0,5.2,11,0,10,0,9,5.6,1761048,0,-1,0,2,2522,25287,0,0,427,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,9.5,6,6.3,4.6,277.5
Javier,Manquillo,DEF,NEW,4200000,0,28,0.823529411764706,1.96078431372549E-07,6.66666666666667E-06,0,41223,1,15,0,0,0,0,0,6.7,52,-3,0,28,3,0,0,0,0,0,3,0,0,0.2,22956,0,-1,0,0,822,53,0,0,136,Leicester,Man City,Sheffield United,Fulham,,0.4,0.5,0.4,0.4,22.2
Fernando,Marcal,DEF,WOL,4700000,0,18,0.529411764705882,1.12640801001252E-07,3.82978723404255E-06,0,44147,2,9,0,0,0,0,0,3.8,9,-3,0,18,3,0,0,0,0,0,1,0,0,0.1,27768,0,-1,0,0,611,5,0,0,102,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0.3,16.1
Solomon,March,MID,BHA,4900000,0,69,3.3,6.73469387755102E-07,1.40816326530612E-05,0,290522,0,25,0,0,0,2,0,14.1,126,-1,0,69,1,0,0,0,6,0,7,0,2,0.4,296468,0,-1,0,1,1670,26,0,0,283,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,110.5
Pablo,Mari,DEF,ARS,4400000,6,34,1,2.27272727272727E-07,7.72727272727273E-06,0,34169,2,8,0,0,0,0,0,7.7,259,-1,0,34,1,0.4,0,1.6,1,0,4,0,0,0.1,38837,0,-1,0,0,900,72,0,0,182,West Brom,Chelsea,Crystal Palace,Brighton,,1,0,0.5,0.5,20.6
Christian,Marques,DEF,WOL,3900000,0,0,0,0,0,0,7652,0,0,0,0,0,0,0,0,116,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,13831,0,-1,0,0,0,87,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Anthony,Martial,FWD,MUN,8600000,0,75,3.4,3.95348837209302E-07,8.72093023255814E-06,0,1745578,0,23,0,0,0,4,0,8.7,785,-4,0,75,4,0,0,0,3,0,4,0,7,3.3,1136439,0,-1,0,2,1477,32,0,1,238,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,3.1,126.8
David,Martin,GLK,WHU,3900000,0,0,0,0,0,0,421595,0,0,0,0,0,0,0,0,1171,-1,0,0,1,0,0,0,0,0,0,0,0,5.4,281182,0,-1,0,0,0,1066,0,0,0,Everton,Brighton,West Brom,Southampton,,0,0,0,0,0
,Martinelli,MID,ARS,4900000,1,29,0.852941176470588,1.7406962785114E-07,5.91836734693878E-06,0,94606,0,3,0,0,0,1,0,5.9,1544,-1,0,29,1,0.4,0,2,0,0,4,0,1,0.3,113731,0,-1,0,0,566,271,0,0,82,West Brom,Chelsea,Crystal Palace,Brighton,,0.8,0,0.4,0.4,50
Emiliano,Martinez,GLK,AVL,5400000,3,169,4.8,8.88888888888889E-07,3.12962962962963E-05,0,1595269,0,41,0,125,0,0,0,31.3,13188,9,0,169,-9,0.3,0,1.6,24,0,14,0,0,39.5,3993072,0,-1,1,2,3105,5025,0,0,750,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,10.5,5.6,5.7,5.4,94.4
Arthur,Masuaku,DEF,WHU,4300000,0,42,1.23529411764706,2.87277701778386E-07,9.76744186046512E-06,0,244264,2,15,0,0,0,0,0,9.8,256,-2,0,42,2,0,0,0,4,0,4,0,2,0.4,234706,0,-1,0,1,1006,8,0,0,209,Everton,Brighton,West Brom,Southampton,,0,0,0,0.7,45
Tawanda,Maswanhise,MID,LEI,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,0
Juan,Mata,MID,MUN,5800000,2,22,0.666666666666667,1.14942528735632E-07,3.79310344827586E-06,0,17700,0,5,0,0,0,0,0,3.8,50,-2,0,22,2,0.1,0,0.4,0,0,1,0,3,0.1,11479,0,-1,0,0,426,31,0,0,91,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0.9,0,0.3,0.3,26.5
