FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jarrod,Bowen,MID,WHU,5900000,1,131,3.7,6.27118644067797E-07,2.22033898305085E-05,0,835938,0,33,0,0,0,8,0,22.2,5528,-6,1,131,6,0.4,0,2.2,8,0,7,0,5,2.8,899278,0,-1,0,4,2392,5045,-1,0,401,Everton,Brighton,West Brom,Southampton,,3.3,3.4,3.7,3.8,173.4
Robbie,Brady,MID,BUR,5000000,0,44,2.3,4.6E-07,8.8E-06,0,16556,3,6,0,0,0,1,0,8.8,17,0,0,44,0,0,0,0,3,0,7,0,1,0,13517,0,-1,0,0,1047,12,0,0,157,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,0,0,0,0,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,331941,0,0,0,0,0,0,0,0,178,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,140402,0,-1,0,0,0,0,0,0,0,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4200000,0,32,0.941176470588235,2.24089635854342E-07,7.61904761904762E-06,0,1526777,1,16,0,0,0,0,0,7.6,5615,-3,1,32,3,0.2,0,1,0,0,2,0,0,5,1487882,0,-1,0,0,1079,2835,-1,0,81,Crystal Palace,Everton,Newcastle,Burnley,,0.6,0.5,0.5,0.5,44.6
Nathan,Broadhead,MID,EVE,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,118,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,181,0,-1,0,0,2,4,0,0,5,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0,0,0,0,0.2
Josh,Brownhill,MID,BUR,4900000,6,69,2.3,4.69387755102041E-07,1.40816326530612E-05,0,9866,2,34,0,0,0,0,0,14.1,32,-1,0,69,1,0.7,0,3.2,0,0,10,0,1,0,8863,0,-1,0,0,2587,193,0,0,324,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,2,1.6,1.2,2.3,90.2
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,-1,0,0,0,9,0,0,0,Crystal Palace,Everton,Newcastle,Burnley,,0,0,0,0,0
Joe,Bryan,DEF,FUL,4500000,0,14,0.411764705882353,9.15032679738562E-08,3.11111111111111E-06,0,69352,2,14,0,0,0,0,0,3.1,47,-5,0,14,5,0.1,0,0.3,0,0,0,0,1,0.3,16812,0,-1,0,0,470,46,0,0,89,Burnley,Southampton,Man Utd,Newcastle,,0.2,0.2,0.2,0.2,17.6
Kean,Bryan,DEF,SHU,3900000,2,29,0.852941176470588,2.18702865761689E-07,7.43589743589744E-06,0,52899,1,17,0,0,0,1,0,7.4,906,-1,0,29,1,0.6,0,2.5,0,0,2,0,0,0.5,84001,1,-1,0,0,1003,828,0,0,149,Crystal Palace,Everton,Newcastle,Burnley,,0.4,0.4,0.4,0.4,32.7
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,0,-1,0,0,0,35,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Oliver,Burke,MID,SHU,4100000,2,46,1.35294117647059,3.29985652797704E-07,1.1219512195122E-05,0,436905,2,21,0,0,0,1,0,11.2,3959,-4,0,46,4,0.3,0,1.2,0,0,1,0,2,2.1,514528,0,-1,0,0,1260,3815,0,0,114,Crystal Palace,Everton,Newcastle,Burnley,,0.7,0.7,0.7,0.9,65.9
Dan,Burn,DEF,BHA,4200000,1,53,1.55882352941176,3.71148459383754E-07,1.26190476190476E-05,0,99204,5,23,0,0,0,0,0,12.6,490,-3,0,53,3,0.8,0,3.2,0,0,6,0,0,0.7,94902,1,-1,0,0,1787,1101,0,0,269,Wolverhampton,West Ham,Man City,Arsenal,,1.2,1.4,1.4,1.3,63.5
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,5017,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5891,0,-1,0,0,0,16,0,0,0,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0,0,0,0,0
David,Button,GLK,WBA,3900000,0,2,0.0588235294117647,1.50829562594268E-08,5.12820512820513E-07,0,323264,0,2,0,4,0,0,0,0.5,1119,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,270191,0,-1,0,0,90,1549,0,0,18,Arsenal,Liverpool,West Ham,Leeds United F.C.,,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,313812,0,0,0,0,0,0,0,0.3,368,-1,0,1,1,0,0,0,0,0,0,0,0,1.5,256762,0,-1,0,0,22,0,0,0,2,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.0294117647058824,6.39386189258312E-09,2.17391304347826E-07,0,22267,0,3,0,0,0,0,0,0.2,42,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5971,0,-1,0,0,90,18,0,0,7,Man City,Arsenal,Leicester,Aston Villa,,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,11,50,2.9,6.44444444444444E-07,1.11111111111111E-05,0,28293,3,32,0,0,0,1,0,11.1,369,0,0,50,0,0.6,0,2.8,6,0,4,0,1,0.2,34206,0,-1,0,2,1530,1552,0,0,279,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,4.2,3.1,3.1,3.6,51.6
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,-1,0,0,0,7,0,0,0,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,-1,0,0,0,5,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,0.794117647058823,1.52714932126697E-07,5.19230769230769E-06,0,28178,2,15,0,0,0,1,0,5.2,24,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11708,0,-1,0,0,758,16,0,0,160,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0.4,57.3
,Callum Robinson,FWD,WBA,5200000,2,77,2.9,5.57692307692308E-07,1.48076923076923E-05,0,281768,0,40,0,0,0,5,0,14.8,2517,-3,0,77,3,0.3,0,1.5,8,0,3,0,3,0.9,319229,0,-1,0,2,1492,514,0,0,275,Arsenal,Liverpool,West Ham,Leeds United F.C.,,2.7,2.5,2.5,2.3,83
Dominic,Calvert-Lewin,FWD,EVE,7600000,10,158,5.3,6.97368421052632E-07,2.07894736842105E-05,0,7500152,3,33,0,0,0,16,0,20.8,6933,6,-1,158,-6,0.5,0,4,21,0,9,0,6,31,8728812,0,-1,0,3,2556,83666,1,0,512,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,13,6.9,5.7,6,220.7
Leonardo,Campana,FWD,WOL,4700000,0,0,0,0,0,0,42679,0,0,0,0,0,0,0,0,110,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,29289,0,-1,0,0,0,81,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5800000,1,130,5,8.62068965517241E-07,2.24137931034483E-05,0,2028079,4,15,0,0,0,1,0,22.4,9398,3,0,130,-3,0.4,0,2.3,16,0,14,0,3,13.5,2950410,0,-1,0,2,2216,9920,0,0,584,Chelsea,Newcastle,Brighton,Everton,,5.9,5.6,5.9,4.8,153.7
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,25804,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35557,0,-1,0,0,0,23,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,13,1.4,2.02898550724638E-07,1.88405797101449E-06,0,27224,2,2,0,0,0,1,0,1.9,127,-1,0,13,1,0,0,0,0,0,1,0,0,0.1,28513,0,-1,0,0,305,42,0,0,38,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0.7,0.8,0.7,0.8,22
Andy,Carroll,FWD,NEW,5100000,0,29,0.852941176470588,1.67243367935409E-07,5.68627450980392E-06,0,101696,1,8,0,0,0,1,0,5.7,187,-4,0,29,4,0,0,0.2,3,0,1,0,1,0.3,79852,0,-1,0,0,375,108,0,0,76,Leicester,Man City,Sheffield United,Fulham,,0.4,0.4,0.5,0.4,27.6
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,11087,0,0,0,0,0,0,0,0,527,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,20146,0,-1,0,0,0,264,0,0,0,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,34586,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0,0,0,0,0
Fabio,Carvalho,MID,FUL,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,25,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,171,0,-1,0,0,12,62,0,0,2,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,0.3
Oliver,Casey,DEF,LEE,3800000,0,0,0,0,0,0,126361,0,0,0,0,0,0,0,0,1151,-2,0,0,2,0,0,0,0,0,0,0,0,1,129896,0,-1,0,0,0,653,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,2,89,3.2,6.4E-07,1.78E-05,0,203344,6,35,0,0,0,0,0,17.8,344,0,0,89,0,0,0,0.2,8,0,11,0,2,0.8,220500,0,-1,0,1,2373,699,0,1,467,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,5.7,3.1,3.2,3,96.6
,Casilla,GLK,LEE,4100000,0,2,0.0588235294117647,1.43472022955524E-08,4.8780487804878E-07,0,141481,0,1,0,1,0,0,0,0.5,184,-4,0,2,4,0,0,0,0,0,0,0,0,0.8,32410,0,-1,0,0,90,87,0,0,12,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5800000,2,93,3.7,6.37931034482759E-07,1.60344827586207E-05,0,1892508,1,31,0,0,0,2,0,16,36692,3,0,93,-3,0.8,0,4.8,7,0,6,0,4,7.3,2080224,0,-1,0,4,2165,1987,0,0,452,Newcastle,Man Utd,Chelsea,Tottenham,,8.3,0,4,3.7,98
,Cavaleiro,MID,FUL,5300000,2,79,2.4,4.52830188679245E-07,1.49056603773585E-05,0,45460,2,37,0,0,0,3,0,14.9,118,-2,0,79,2,0.4,1,2.3,4,0,7,0,0,0.1,41471,0,-1,0,1,2195,342,0,0,236,Burnley,Southampton,Man Utd,Newcastle,,1.9,1.6,1.4,1.7,136.5
Edinson,Cavani,FWD,MUN,8000000,7,86,3.6,4.5E-07,1.075E-05,0,1134577,3,13,0,0,0,9,0,10.8,34786,0,-1,86,0,0.4,0,2.8,11,0,4,0,3,7.6,1697665,0,-1,0,1,1188,21227,1,0,323,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,10.1,0,3.6,3.4,104.1
,Ceballos,MID,ARS,4700000,1,62,2.5,5.31914893617021E-07,1.31914893617021E-05,0,250802,4,17,0,0,0,0,0,13.2,1261,-3,0,62,3,0.6,0,2.8,7,0,6,0,4,0.8,161272,0,-1,0,0,1609,223,0,0,331,West Brom,Chelsea,Crystal Palace,Brighton,,3.9,0,1.7,1.7,92.4
,Cedric,DEF,ARS,4600000,0,28,0.823529411764706,1.79028132992327E-07,6.08695652173913E-06,0,64999,1,11,0,0,0,0,0,6.1,361,-4,0,28,4,0,0,0,3,0,2,0,1,0.3,41266,0,-1,0,0,744,35,0,0,125,West Brom,Chelsea,Crystal Palace,Brighton,,0.8,0,0.4,0.4,29.2
,Chamberlain,MID,LIV,6300000,1,14,0.424242424242424,6.73400673400673E-08,2.22222222222222E-06,0,7534,0,6,0,0,0,0,0,2.2,22,-2,0,14,2,0.1,0,0.5,0,0,0,0,1,0.1,5585,0,-1,0,0,233,28,0,0,34,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0.4,0.2,0.2,0.2,12.1
Calum,Chambers,DEF,ARS,4500000,6,23,0.676470588235294,1.50326797385621E-07,5.11111111111111E-06,0,13932,0,9,0,0,0,0,0,5.1,694,0,0,23,0,0.4,0,1.8,1,0,1,0,2,0.2,24356,0,-1,0,0,571,177,0,0,112,West Brom,Chelsea,Crystal Palace,Brighton,,0.6,0,0.3,0.3,28.4
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0,1182,0,-1,0,0,0,19,0,0,0,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,West Ham,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5900000,2,126,5,8.47457627118644E-07,2.13559322033898E-05,0,3225982,3,20,0,0,0,2,0,21.4,23009,4,0,126,-4,0.7,0,4,10,0,12,0,5,14.4,4022241,0,-1,0,2,2106,7043,0,0,504,Man City,Arsenal,Leicester,Aston Villa,,13,0,5.3,6.7,125.1
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4600000,1,14,0.411764705882353,8.95140664961637E-08,3.04347826086957E-06,0,7440,1,2,0,0,0,0,0,3,25,-4,0,14,4,0,0,0.2,0,0,2,0,0,0.1,3606,0,-1,0,0,311,22,0,0,59,Newcastle,Man Utd,Chelsea,Tottenham,,0.4,0,0.2,0.2,7.6
Andreas,Christensen,DEF,CHE,4700000,1,61,1.79411764705882,3.81727158948686E-07,1.29787234042553E-05,0,100089,2,17,0,0,0,0,0,13,5967,-3,0,61,3,0.9,0,4.2,9,0,8,0,0,1.4,175829,0,-1,0,1,1371,1390,0,1,323,Man City,Arsenal,Leicester,Aston Villa,,3.1,0,1,1.5,40.9
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10256,0,0,0,0,0,0,0,0,1,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Burnley,Southampton,Man Utd,Newcastle,,0,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,-1,0,0,0,9,0,0,0,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,46,2.1,4.66666666666667E-07,1.02222222222222E-05,0,62558,3,35,0,0,0,1,0,10.2,389,0,0,46,0,0.2,0,1,2,0,3,0,0,0.2,67837,1,-1,0,0,1890,549,0,0,291,Leicester,Man City,Sheffield United,Fulham,,1.5,2.2,1.9,2,53.9
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Wolverhampton,West Ham,Man City,Arsenal,,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,-1,0,0,0,6,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,0.848484848484849,1.88552188552189E-07,6.22222222222222E-06,0,57623,2,22,0,0,0,0,0,6.2,44,0,0,28,0,0,0,0,0,0,2,0,1,0.1,60320,0,-1,0,0,1145,34,0,0,172,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,0.8,0.4,0.4,0.5,27.2
Conor,Coady,DEF,WOL,4900000,1,102,3,6.12244897959184E-07,2.08163265306122E-05,0,902472,5,46,0,0,0,1,0,20.8,8490,-1,1,102,1,0.5,0,2.5,7,0,10,0,0,6.9,791242,0,-1,0,0,3033,1746,-1,0,563,Brighton,Tottenham,Everton,Man Utd,,3,2.6,2.7,3.4,75.4
Seamus,Coleman,DEF,EVE,4900000,7,68,2.06060606060606,4.20531849103278E-07,1.38775510204082E-05,0,283813,0,18,0,0,0,0,0,13.9,1581,-1,0,68,1,0.8,0,3.8,4,0,6,0,3,2.8,420548,0,-1,0,1,1407,7687,0,0,319,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,4.3,1.6,1.9,2.4,66.3
Aaron,Connolly,FWD,BHA,5200000,0,37,1.08823529411765,2.09276018099547E-07,7.11538461538462E-06,0,111705,0,15,0,0,0,2,0,7.1,89,-3,0,37,3,0,0,0.2,2,0,1,0,1,0.3,84510,0,-1,0,0,738,82,0,0,92,Wolverhampton,West Ham,Man City,Arsenal,,0.5,0.5,0.5,0.6,46
Liam,Cooper,DEF,LEE,4300000,0,52,2.3,5.34883720930233E-07,1.2093023255814E-05,0,106035,3,40,0,0,0,1,0,12.1,153,-2,0,52,2,0,0,0,2,0,5,0,0,0.3,70492,0,-1,0,0,2006,61,0,1,419,Tottenham,Burnley,Southampton,West Brom,,1.9,1.6,1.4,2.2,85.1
Theo,Corbeanu,MID,WOL,4400000,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,594,0,-1,0,0,0,24,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,3,27,0.794117647058823,1.58823529411765E-07,5.4E-06,0,11833,2,17,0,0,0,0,0,5.4,17,0,0,27,0,0.4,0,2.2,0,0,4,0,0,0,11391,0,-1,0,0,1095,35,0,0,117,Fulham,Leeds United F.C.,Liverpool,Sheffield United,,0.4,0.4,0.4,0.4,27.1
,Costa,MID,LEE,5000000,0,63,2.9,5.8E-07,1.26E-05,0,1066455,0,23,0,0,0,3,0,12.6,1061,-5,0,63,5,0.2,0,1.2,2,0,3,0,4,2.1,1063049,1,-1,0,1,1150,20,0,0,162,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,64.7
Vladimir,Coufal,DEF,WHU,4700000,2,114,3.7,7.87234042553191E-07,2.42553191489362E-05,0,694295,3,41,0,0,0,0,0,24.3,2736,2,0,114,-2,0.8,0,3.8,11,0,8,0,8,7.1,1243785,0,-1,0,0,2784,39951,0,0,572,Everton,Brighton,West Brom,Southampton,,3.1,3.7,4,3.9,144.2
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,-1,0,0,0,18,0,0,0,Everton,Brighton,West Brom,Southampton,,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5600000,1,139,4.2,7.5E-07,2.48214285714286E-05,0,2242095,3,39,0,0,0,0,0,24.8,23148,6,0,139,-6,0.1,0,0.8,20,0,10,0,10,17.2,3382952,0,-1,0,3,2900,18229,0,0,660,Everton,Brighton,West Brom,Southampton,,0,4.5,4.8,4.7,146.9
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,7660,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0.1,12113,0,-1,0,0,0,107,0,0,0,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,0,-1,0,0,0,22,0,0,0,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3429,0,0,0,0,0,0,0,0.3,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,Brighton,Tottenham,Everton,Man Utd,,0,0,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,867,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,-1,0,0,0,18,0,0,0,Newcastle,Man Utd,Chelsea,Tottenham,,0,0,0,0,0
Stuart,Dallas,DEF,LEE,5300000,9,158,4.5,8.49056603773585E-07,2.9811320754717E-05,0,1739383,6,52,0,0,0,8,0,29.8,2752,8,0,158,-8,0.8,0,4.2,15,0,10,0,3,27.7,3585009,0,-1,0,4,3140,102025,0,0,667,Tottenham,Burnley,Southampton,West Brom,,5.1,4.6,4.2,5.7,165.6
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3646,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,0,0,0,0,0
Scott,Dann,DEF,CRY,4200000,4,39,1.18181818181818,2.81385281385281E-07,9.28571428571429E-06,0,134336,1,24,0,0,0,1,0,9.3,511,-3,0,39,3,0.4,0,1.5,1,0,2,0,1,0.5,107672,0,-1,0,0,1350,120,0,0,233,Sheffield United,Southampton,Aston Villa,Arsenal,Liverpool,1.2,0.8,0.8,0.9,40.3
Karl,Darlow,GLK,NEW,4900000,0,80,3.2,6.53061224489796E-07,1.63265306122449E-05,0,341046,3,43,0,88,0,0,0,16.3,1163,-1,0,80,1,0,0,0,6,0,4,0,0,1.2,360101,0,-1,1,0,2250,76,0,0,450,Leicester,Man City,Sheffield United,Fulham,,0,0,0,0,68.3
,David Luiz,DEF,ARS,5400000,0,41,1.20588235294118,2.23311546840959E-07,7.59259259259259E-06,0,130070,1,20,0,0,0,1,0,7.6,284,-1,0,41,1,0,0,0.2,0,0,3,0,0,0.8,77102,0,-1,0,0,1396,23,0,1,230,West Brom,Chelsea,Crystal Palace,Brighton,,0,0,0.7,0.6,43.9
Ben,Davies,DEF,LIV,4700000,0,0,0,0,0,0,3606,0,0,0,0,0,0,0,0,31,-3,0,0,3,0,0,0,0,0,0,0,0,0,4279,0,-1,0,0,0,24,0,0,0,Southampton,Man Utd,West Brom,Burnley,Crystal Palace,0,0,0,0,0
Ben,Davies,DEF,TOT,4500000,0,52,2.6,5.77777777777778E-07,1.15555555555556E-05,0,269705,1,16,0,0,0,0,0,11.6,261,-5,0,52,5,0,0,0,1,0,4,0,2,0.6,131191,0,-1,0,0,1340,19,0,0,253,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,,0,0,0,0,43.4
Tom,Davies,MID,EVE,5200000,3,44,1.33333333333333,2.56410256410256E-07,8.46153846153846E-06,0,12226,3,18,0,0,0,0,0,8.5,25,-3,0,44,3,0.2,0,1,1,0,5,0,1,0.1,6445,0,-1,0,0,1319,56,0,0,197,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,1.4,1,0.7,0.7,33.3
Keinan,Davis,FWD,AVL,4200000,2,21,1.5,3.57142857142857E-07,5E-06,0,1824836,0,1,0,0,0,1,0,5,5497,-3,0,21,3,0.4,0,1.8,0,0,0,0,1,7.8,1331035,0,-1,0,0,215,3247,0,0,80,Man Utd,Everton,Crystal Palace,Tottenham,Chelsea,1.6,1.1,0.9,0.8,28
Leif,Davis,DEF,LEE,3800000,0,2,0.0588235294117647,1.54798761609907E-08,5.26315789473684E-07,0,141139,0,0,0,0,0,0,0,0.5,1142,-2,0,2,2,0,0,0,0,0,0,0,0,1.1,105778,0,-1,0,0,31,691,0,0,5,Tottenham,Burnley,Southampton,West Brom,,0,0,0,0,0.3
Craig,Dawson,DEF,WHU,4500000,2,66,3.5,7.77777777777778E-07,1.46666666666667E-05,0,119607,2,23,0,0,0,3,0,14.7,585,0,0,66,0,0,0,0,3,0,6,0,0,0.9,183736,2,-1,0,2,1655,1860,0,1,295,Everton,Brighton,West Brom,Southampton,,2.9,3.4,3.7,3.6,61
Kevin,De Bruyne,MID,MCI,11800000,0,128,5.3,4.49152542372881E-07,1.08474576271186E-05,0,6346516,1,17,0,0,0,5,0,10.8,26623,3,1,128,-3,0,1,0,17,0,11,0,11,13.1,5371120,0,-1,0,3,1905,4282,-1,0,511,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,265.5
David,de Gea,GLK,MUN,5300000,1,88,3.5,6.60377358490566E-07,1.66037735849057E-05,0,545160,0,31,0,55,0,0,0,16.6,1864,-2,0,88,2,0,0,0.2,4,0,9,0,0,3.3,419824,0,-1,0,1,2205,300,0,0,401,Aston Villa,Leicester,Liverpool,Fulham,Wolverhampton,11.5,0,3.8,4.3,42.9
Bobby,Decordova-Reid,FWD,FUL,5300000,2,76,2.5,4.71698113207547E-07,1.43396226415094E-05,0,275055,7,26,0,0,0,5,0,14.3,539,-2,0,76,2,0.3,0,1.7,6,0,9,0,1,0.5,296875,0,-1,0,1,2097,436,0,0,296,Burnley,Southampton,Man Utd,Newcastle,,1.9,2.2,2.1,2.5,102.4
Liam,Delap,FWD,MCI,4300000,0,1,0.0294117647058824,6.83994528043776E-09,2.32558139534884E-07,0,263052,0,4,0,0,0,0,0,0.2,1075,-2,0,1,2,0,0,0,0,0,0,0,0,0.9,295762,0,-1,0,0,39,344,0,0,0,Chelsea,Newcastle,Brighton,Everton,,0,0,0,0,0.2
Fabian,Delph,MID,EVE,4800000,1,8,0.242424242424242,5.05050505050505E-08,1.66666666666667E-06,0,5466,1,6,0,0,0,0,0,1.7,14,-2,0,8,2,0.1,0,0.4,0,0,0,0,0,0,2774,0,-1,0,0,260,19,0,0,48,West Ham,Aston Villa,Sheffield United,Wolverhampton,Man City,0.2,0.1,0.1,0.1,6.8
