FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Willy,Boly,DEF,WOL,4600000,2,69,3,6.52173913043478E-07,1.5E-05,0,418025,1,29,0,0,0,2,0,15,6305,1,0,69,-1,-0.1,0,-0.3,5,0,5,0,0,3.4,489052,0,0,0,1,1998,5361,0,1,390,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,2.6,1.9,3.7,4,3.4,2.5,2.4,2.7,2.7,3.4,3.1,3.2,2.9,76.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,67834,0,0,0,0,0,0,0,2.2,1710,-4,0,10,4,0,0,0,0,0,0,0,1,0.4,35122,0,0,0,0,130,23,0,0,19,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,6,39,2.2,5E-07,8.86363636363636E-06,0,10773,0,26,0,0,0,0,0,8.9,183,-1,0,39,1,0.5,0,2.3,0,0,4,0,0,0.1,8189,0,0,0,0,1445,439,0,0,203,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,2,0,1.6,2.5,1.7,2.8,2,1.6,2.1,1.6,1.8,1.1,2,29.6
Artur,Boruc,GLK,BOU,3900000,2,18,0.72,1.84615384615385E-07,4.61538461538462E-06,0,184340,0,2,0,11,0,0,0,4.6,5210,-1,0,18,1,1.2,0,4.5,2,0,2,0,0,7.3,204862,0,0,0,1,270,48679,0,0,72,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.1
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,1,13,0.52,9.62962962962963E-08,2.40740740740741E-06,0,2634,3,12,0,0,0,0,0,2.4,31,-1,0,13,1,0.1,0,0.3,0,0,1,0,1,0,1401,0,0,0,0,543,68,0,1,53,Brighton,Tottenham,Newcastle,Crystal Palace,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,29.1
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10031,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1168,0,0,0,0,0,30,0,0,0,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,8563,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15064,0,0,0,0,0,158,0,0,0,Southampton,Watford,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,0,1,0.04,9.30232558139535E-09,2.32558139534884E-07,0,4057,0,0,0,0,0,0,0,0.2,38,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0,820,0,0,0,0,13,26,0,0,3,Everton,Cardiff City,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
David,Brooks,MID,BOU,5100000,0,94,4.3,8.43137254901961E-07,1.84313725490196E-05,0,477063,2,29,0,0,0,6,0,18.4,118993,1,0,94,-1,1,0,5,6,0,7,0,4,4.1,707621,0,0,0,2,1585,6787,0,0,289,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0,0,0,0,4.6,5.7,4,5.8,3.3,6.2,3.9,3.9,4,131
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,4929,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6904,0,0,0,0,0,163,0,0,0,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.24,2.81818181818182E-07,7.04545454545455E-06,0,50447,2,6,0,0,0,0,0,7,804,-1,0,31,1,0,0,0,4,0,3,0,1,0.3,50093,0,0,0,1,619,43,0,0,132,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,0.8,0,0.6,1.1,0.7,1.3,0.8,0.6,0.8,0.6,0.7,0.6,0.8,18.4
Joe,Bryan,DEF,FUL,4800000,1,27,1.08,2.25E-07,5.625E-06,0,10002,0,28,0,0,0,0,0,5.6,109,-2,0,27,2,0.3,0,1.3,1,0,2,0,1,0.1,3679,1,0,0,0,1184,56,0,0,206,Man Utd,West Ham,Southampton,Chelsea,Leicester,0.6,0.5,0.5,0.9,0.5,0.7,0.6,0.5,1,0.5,1,0.5,0.5,52.4
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,27,0,0,0,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.6,1.5E-07,3.75E-06,0,95194,0,5,0,14,0,0,0,3.8,9762,0,0,15,0,0.3,0,1,2,0,1,0,0,3.5,201768,0,0,0,0,360,1892,0,0,76,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,0.3,0,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,1,0,0,0,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,7965,0,0,0,0,0,0,0,0,124,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2038,0,0,0,0,0,59,0,0,0,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5000000,0,1,0.04,8E-09,2E-07,0,54444,0,0,0,0,0,0,0,0.2,355,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,5896,0,0,0,0,21,123,0,0,3,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,2,38,2,4.34782608695652E-07,8.26086956521739E-06,0,155814,0,28,0,0,0,0,0,8.3,531,-4,0,38,4,0.3,0,1.5,0,0,3,0,1,0.5,24674,0,0,0,0,1252,353,0,0,222,Man Utd,West Ham,Southampton,Chelsea,Leicester,1.2,1,1.2,1.2,1.3,1.1,1.1,1.1,1.5,1,1.7,1.1,1.8,59.3
Dominic,Calvert-Lewin,FWD,EVE,5300000,3,53,2.2,4.15094339622642E-07,1E-05,0,203234,3,21,0,0,0,4,0,10,21498,-2,0,53,2,0.3,0,1.8,2,0,0,0,2,1.6,219774,0,0,0,0,891,3654,0,0,163,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,1.6,0,1.5,1.6,1.7,1.7,1.8,2.3,1.9,1.9,1.5,2.3,1.5,51.7
Rafael,Camacho,MID,LIV,5000000,0,1,0.04,8E-09,2E-07,0,172,0,1,0,0,0,0,0,0.2,20,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,221,0,0,0,0,1,15,0,0,3,Bournemouth,Man Utd,Watford,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4600000,0,69,3.1,6.73913043478261E-07,1.5E-05,0,218955,5,42,0,0,0,3,0,15,15633,1,0,69,-1,0.2,0,1,4,0,6,0,2,2.3,341231,0,0,0,1,1882,3217,0,0,268,Southampton,Watford,Everton,Wolverhampton,West Ham,0,2.9,2.9,2.4,2.9,2.3,2.4,1.6,2.5,2.3,2.6,2.9,2.1,116.9
Etienne,Capoue,MID,WAT,4800000,3,57,2.7,5.625E-07,1.1875E-05,0,160486,7,27,0,0,0,1,0,11.9,975,-2,0,57,2,0.5,0,2.3,8,0,6,0,2,0.5,166379,0,0,0,1,1889,1196,0,1,321,Everton,Cardiff City,Liverpool,Leicester,Man City,2.1,1.9,1.5,2.1,1.4,2.5,1.9,2.9,2.6,2.8,2.2,1.5,2.2,66.9
,Carlos Sanchez,MID,WHU,4300000,0,7,0.28,6.51162790697674E-08,1.62790697674419E-06,0,18815,0,4,0,0,0,0,0,1.6,102,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6663,0,0,0,0,217,40,0,0,37,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,1,10,0.4,7.40740740740741E-08,1.85185185185185E-06,0,13578,2,6,0,0,0,0,0,1.9,957,-1,0,10,1,0.2,0,1,0,0,0,0,0,0.1,15123,0,0,0,0,364,489,0,0,9,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.2
Craig,Cathcart,DEF,WAT,4500000,8,74,3.1,6.88888888888889E-07,1.64444444444444E-05,0,79796,1,34,0,0,0,3,0,16.4,2768,0,0,74,0,1.2,0,5.3,5,0,5,0,0,1.2,131230,2,0,0,1,2151,16863,0,0,389,Everton,Cardiff City,Liverpool,Leicester,Man City,4.1,3.6,3,2.9,2.6,3,3,3.3,2.7,3.9,3.4,3.6,3.1,78.3
Ivan,Cavaleiro,MID,WOL,5200000,0,40,1.6,3.07692307692308E-07,7.69230769230769E-06,0,20431,1,8,0,0,0,3,0,7.7,371,-3,0,40,3,0.1,0,0.3,3,0,1,0,1,0.1,16402,0,0,0,1,503,200,0,0,145,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,1.1,0.8,1.2,1,0.8,1.1,0.9,0.8,1,1.3,0.9,1.3,0.8,58
Petr,Cech,GLK,ARS,4800000,0,24,0.96,2E-07,5E-06,0,132026,0,9,0,27,0,0,0,5,830,-2,0,24,2,0,0,0,3,0,1,0,0,1.2,81668,0,0,0,0,585,266,0,0,130,Huddersfield,Southampton,Bournemouth,Tottenham,Man Utd,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,490445,4,31,0,0,0,1,0,12.4,16656,-3,0,52,3,0.1,0,0.5,7,0,4,0,2,2.7,225508,0,0,0,1,1493,22,0,0,273,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,6,0.24,5.45454545454545E-08,1.36363636363636E-06,0,12121,2,4,0,0,0,0,0,1.4,126,-1,0,6,1,0,0,0,0,0,0,0,0,0.1,4808,0,0,0,0,191,81,0,0,23,Everton,Cardiff City,Liverpool,Leicester,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2144,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,41,0,0,0,Bournemouth,Man Utd,Watford,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,32,1.8,4.28571428571429E-07,7.61904761904762E-06,0,85833,4,26,0,0,0,1,0,7.6,1499,-3,0,32,3,0.5,0,2.3,0,0,2,0,0,0.9,34117,0,0,0,0,1416,1320,0,0,235,Man Utd,West Ham,Southampton,Chelsea,Leicester,1.3,1,1,1.9,1.2,1.6,1.4,1.2,2.1,0.9,2.1,1.2,1.3,72
,Chicharito,FWD,WHU,6100000,1,53,3.1,5.08196721311475E-07,8.68852459016394E-06,0,564740,1,14,0,0,0,4,0,8.7,3356,-4,0,53,4,0.1,0,0.8,4,0,4,0,3,1.4,492074,0,0,0,1,830,2877,0,0,170,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,2.8,4.2,2.4,3,2.7,3.1,3.3,2.4,3.2,2.8,2.7,3.4,2.9,61
Benjamin,Chilwell,DEF,LEI,5000000,2,80,3.3,6.6E-07,1.6E-05,0,231150,3,30,0,0,0,0,0,16,5980,0,0,80,0,0.5,0,2.3,8,0,7,0,3,2.2,318181,0,0,0,1,2160,7034,0,0,376,Tottenham,Crystal Palace,Brighton,Watford,Fulham,3.9,3.2,3.7,3.7,3.4,3,3.2,4.4,2.8,3.4,2.7,3.1,4,102.4
Hamza,Choudhury,MID,LEI,4300000,0,11,0.44,1.02325581395349E-07,2.55813953488372E-06,0,10747,0,3,0,0,0,0,0,2.6,492,-2,0,11,2,0.2,0,0.8,0,0,2,0,0,0.2,12560,0,0,0,0,332,214,0,0,41,Tottenham,Crystal Palace,Brighton,Watford,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14
Andreas,Christensen,DEF,CHE,5000000,6,6,0.24,4.8E-08,1.2E-06,0,51726,1,2,0,0,0,0,0,1.2,225,-5,0,6,5,0.3,0,1.5,0,0,1,0,0,0.4,4267,0,0,0,0,180,436,0,0,42,Man City,Tottenham,Fulham,Wolverhampton,Everton,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Cyrus,Christie,DEF,FUL,4200000,2,26,1.4,3.33333333333333E-07,6.19047619047619E-06,0,14382,4,30,0,0,0,0,0,6.2,472,-3,0,26,3,0.2,0,1,0,0,2,0,0,0.2,6909,0,0,0,0,1456,61,0,0,190,Man Utd,West Ham,Southampton,Chelsea,Leicester,0.9,0.7,0.7,1.3,0.8,1.1,1,0.8,1.5,0.7,1.5,0.8,0.8,61.7
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.16,3.72093023255814E-08,9.30232558139535E-07,0,7117,0,4,0,0,0,0,0,0.9,184,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.1,7169,0,0,0,0,86,179,0,0,16,Man Utd,West Ham,Southampton,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.68,3.73333333333333E-07,9.33333333333333E-06,0,27462,1,15,0,0,0,3,0,9.3,264,0,0,42,0,0.4,0,2,4,0,2,0,0,0.2,20964,0,0,0,1,857,92,0,0,194,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,1.3,1.5,1.1,1.1,1.7,0.8,0.8,1.2,1.3,1.1,1,1.2,1,42.6
Tom,Cleverley,MID,WAT,5000000,3,19,0.76,1.52E-07,3.8E-06,0,1478,1,0,0,0,0,1,0,3.8,298,0,0,19,0,0.8,0,4,2,0,3,0,0,0,2982,0,0,0,0,319,1158,0,0,67,Everton,Cardiff City,Liverpool,Leicester,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.8
Nathaniel,Clyne,DEF,BOU,4400000,0,18,0.72,1.63636363636364E-07,4.09090909090909E-06,0,49318,1,5,0,0,0,0,0,4.1,5901,-6,0,18,6,0.7,0,3.3,0,0,2,0,0,0.7,58492,0,0,0,0,468,1952,0,0,90,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.2
Conor,Coady,DEF,WOL,4500000,1,60,2.4,5.33333333333333E-07,1.33333333333333E-05,0,40749,5,32,0,0,0,0,0,13.3,1222,0,0,60,0,0.3,0,1.3,5,0,6,0,0,0.6,41345,2,0,0,1,2250,1097,0,0,392,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,1.8,1.3,2.7,2.9,2.5,1.8,1.7,1.9,1.9,2.5,2.2,2.3,2,41.2
Seamus,Coleman,DEF,EVE,5200000,1,55,2.8,5.38461538461538E-07,1.05769230769231E-05,0,205667,1,28,0,0,0,1,0,10.6,8072,-3,0,55,3,0.6,0,3,3,0,5,0,0,1.2,114502,1,0,0,1,1748,504,0,0,302,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,2.6,0,2.9,3,2.2,3.5,2.3,2.4,2,2.6,2.8,2.7,2.7,65.1
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,99363,0,0,0,0,0,0,0,0,5596,-2,0,0,2,0,0,0,0,0,0,0,0,2.4,138074,0,0,0,0,0,14958,0,0,0,Southampton,Watford,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,2,60,2.5,5.43478260869565E-07,1.30434782608696E-05,0,66280,5,41,0,0,0,1,0,13,1604,-4,0,60,4,0.6,0,2.8,0,0,6,0,2,0.6,37664,0,0,0,0,2142,2511,0,0,306,Brighton,Tottenham,Newcastle,Crystal Palace,Liverpool,1.6,1.5,2.2,2.1,1.2,2,2.1,1.4,2.3,1.2,1.5,1.4,2.4,73.1
Helder,Costa,MID,WOL,4700000,1,48,2.3,4.8936170212766E-07,1.02127659574468E-05,0,74031,3,17,0,0,0,1,0,10.2,1466,-3,0,48,3,0.1,0,0.3,0,0,5,0,2,0.4,51193,0,0,0,0,1279,1170,0,0,131,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,2,1.4,2.2,1.8,1.2,2,1.7,1.3,1.8,2.2,1.6,2.3,1.2,69.7
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55091,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.5,380,0,0,0,0,0,7,0,0,0,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,72,0,0,0,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,2,22,0.88,1.76E-07,4.4E-06,0,84495,1,15,0,0,0,0,0,4.4,528,-5,0,22,5,0.5,0,2.3,0,0,1,0,0,0.5,8370,0,0,0,0,1015,644,0,0,156,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0.4,0.4,0.4,0.4,0.5,0.5,0.7,0.5,0.4,0.4,0.4,0.4,0.4,40.5
Peter,Crouch,FWD,BUR,4500000,4,4,0.16,3.55555555555556E-08,8.88888888888889E-07,0,7676,0,0,0,0,0,0,0,0.9,6452,0,0,4,0,0.9,0,4,0,0,0,0,1,1,68819,0,0,0,0,14,50792,0,0,11,Brighton,Tottenham,Newcastle,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
,Cunningham,DEF,CAR,4200000,0,9,0.36,8.57142857142857E-08,2.14285714285714E-06,0,4504,3,17,0,0,0,0,0,2.1,67,-3,0,9,3,0,0,0,0,0,1,0,0,0,1482,0,0,0,0,630,18,0,0,72,Southampton,Watford,Everton,Wolverhampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2234,0,0,0,0,0,0,0,0,29,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,624,0,0,0,0,0,20,0,0,0,Everton,Cardiff City,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,10,0.4,7.54716981132075E-08,1.88679245283019E-06,0,14870,2,5,0,0,0,0,0,1.9,827,-2,0,10,2,0.3,0,1.5,0,0,0,0,1,0.1,15673,0,0,0,0,392,184,0,0,64,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.6
Loic,Damour,MID,CAR,4300000,0,2,0.08,1.86046511627907E-08,4.65116279069767E-07,0,5094,0,2,0,0,0,0,0,0.5,124,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,3835,0,0,0,0,21,140,0,0,6,Southampton,Watford,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,0,35,1.4,3.41463414634146E-07,8.53658536585366E-06,0,743685,2,28,0,0,0,1,0,8.5,5019,-4,0,35,4,0.5,0,2,0,0,3,0,0,3.8,98050,0,0,0,0,1224,3085,0,0,222,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0.7,1.2,0.7,1,0.9,0.9,0.7,1,0.7,1.2,0.7,1,0.8,55.9
,Danilo,DEF,MCI,5100000,0,28,1.07692307692308,2.11161387631976E-07,5.49019607843137E-06,0,91501,1,7,0,0,0,1,0,5.5,33377,-4,0,28,4,0.9,0,4.4,3,0,2,0,0,1.4,116344,0,0,0,1,622,2199,0,0,132,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0.8,0,0.6,0.5,0.6,0.5,0.5,0.9,0.6,0.5,0.5,0.5,0.5,32.2
Scott,Dann,DEF,CRY,4400000,0,1,0.04,9.09090909090909E-09,2.27272727272727E-07,0,1104,0,0,0,0,0,0,0,0.2,44,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,860,0,0,0,0,1,51,0,0,3,West Ham,Leicester,Man Utd,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3141,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,557,0,0,0,0,0,17,0,0,0,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,13,0.52,1.1304347826087E-07,2.82608695652174E-06,0,29384,0,6,0,0,0,0,0,2.8,280,-4,0,13,4,0.1,0,0.3,2,0,1,0,0,0.2,10574,0,0,0,0,361,79,0,0,69,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.9
,David Luiz,DEF,CHE,5900000,13,118,4.9,8.30508474576271E-07,2E-05,0,576486,2,21,0,0,0,2,0,20,49375,4,0,118,-4,0.9,0,5.3,16,0,11,0,2,13.6,1081780,0,0,0,3,2160,39427,0,0,555,Man City,Tottenham,Fulham,Wolverhampton,Everton,5.1,0,5.9,5,6.6,6,6,6.2,5.7,6,5.6,6.4,6.1,110
,David Silva,MID,MCI,8500000,8,102,4.6,5.41176470588235E-07,1.2E-05,0,1167469,1,12,0,0,0,6,0,12,28563,0,0,102,0,0.4,0,3.4,11,0,9,0,4,4.5,1113706,0,0,0,2,1608,9665,0,0,454,Chelsea,West Ham,Bournemouth,Watford,Man Utd,4.3,0,5.1,4,5.1,4.1,4.9,5.5,5.1,3.9,4.8,5,4.4,214.8
Ben,Davies,DEF,TOT,5600000,0,43,2.5,4.46428571428571E-07,7.67857142857143E-06,0,434527,2,18,0,0,0,0,0,7.7,6860,-4,0,43,4,0.1,0,0.5,4,0,4,0,0,1.7,89141,0,0,0,0,1265,31,0,0,234,Leicester,Burnley,Chelsea,Arsenal,Southampton,0,0,0,0,0,2.1,2.3,2.4,2.5,2,2,1.6,2.9,56.3
Tom,Davies,MID,EVE,5100000,3,21,0.807692307692308,1.58371040723982E-07,4.11764705882353E-06,0,11897,3,18,0,0,0,0,0,4.1,257,-4,0,21,4,0.2,0,1.2,0,0,2,0,0,0.1,4433,0,0,0,0,875,154,0,0,116,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,28.6
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8119,0,4,0,0,0,0,0,2,77,-4,0,9,4,0,0,0,2,0,0,0,1,0,2097,0,0,0,0,97,2,0,0,39,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,3,25,0.961538461538462,9.91276764472641E-08,2.57731958762887E-06,0,1461234,2,2,0,0,0,1,0,2.6,23374,-3,0,25,3,0.2,0,2.4,2,0,2,0,1,4.3,347044,0,0,0,0,463,8795,0,0,120,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,48
David,De Gea,GLK,MUN,5700000,11,88,3.5,6.14035087719298E-07,1.54385964912281E-05,0,1029887,0,35,0,91,0,0,0,15.4,6557,-3,0,88,3,1.1,0,6.5,7,0,5,0,0,16.4,292992,0,0,0,2,2250,37238,0,0,454,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,3.2,3.8,4.2,3.5,2.4,3.5,3.8,4.1,3.6,4.5,4.5,4.7,4.8,63.4
Troy,Deeney,FWD,WAT,5900000,2,72,3.3,5.59322033898305E-07,1.22033898305085E-05,0,660758,2,28,0,0,0,5,0,12.2,38301,-1,1,72,1,0.3,0,2,7,0,4,0,2,4.8,814739,0,0,0,2,1814,11582,-1,0,243,Everton,Cardiff City,Liverpool,Leicester,Man City,3.5,3.1,2.6,3,2.7,3.7,3.6,4.5,3.9,3.5,3,2.7,3.7,142.7
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,43902,0,2,0,0,0,0,0,0.7,323,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9944,0,0,0,0,22,13,0,0,12,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
