FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
David,Button,GLK,BHA,4000000,0,15,0.454545454545455,1.13636363636364E-07,3.75E-06,0,169488,0,5,0,14,0,0,0,3.8,10248,0,0,15,0,0,0,0,2,0,1,0,0,2.5,212990,0,0,0,0,360,1060,0,0,76,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,0.4,0.2,0.2,0.2,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2777,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,Leicester,Tottenham,Southampton,Watford,,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,6,0.176470588235294,3.75469336670839E-08,1.27659574468085E-06,0,12680,0,0,0,0,0,0,0,1.3,190,-3,0,6,3,0,0,0,0,0,1,0,0,0.1,7201,0,0,0,0,90,27,0,0,19,Burnley,Man Utd,Watford,Leicester,,0.1,0.1,0.1,0.1,0.4
Gary,Cahill,DEF,CHE,5000000,0,1,0.0294117647058824,5.88235294117647E-09,2E-07,0,55988,0,0,0,0,0,0,0,0.2,102,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,6541,0,0,0,0,21,69,0,0,3,Burnley,Man Utd,Watford,Leicester,,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,11,64,2.3,5E-07,1.39130434782609E-05,0,159363,0,46,0,0,0,1,0,13.9,400,-4,0,64,4,1.1,0,5,3,0,4,0,1,0.4,26972,0,0,0,0,1918,961,0,0,347,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,1.3,2,1.4,2.2,100.6
Dominic,Calvert-Lewin,FWD,EVE,5400000,2,83,2.6,4.81481481481482E-07,1.53703703703704E-05,0,280706,3,26,0,0,0,6,0,15.4,16225,-1,0,83,1,0.6,0,3,3,0,5,0,4,1.8,309009,0,0,0,0,1517,6584,0,0,250,Man Utd,Crystal Palace,Burnley,Tottenham,,2.6,2,3,1.7,94.6
Rafael,Camacho,MID,LIV,5000000,0,1,0.0294117647058824,5.88235294117647E-09,2E-07,0,259,0,1,0,0,0,0,0,0.2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,1,9,0,0,3,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4400000,7,100,3.4,7.72727272727273E-07,2.27272727272727E-05,0,353162,6,51,0,0,0,5,0,22.2,47273,-1,1,100,1,1,0,4.3,5,0,8,0,4,2.4,487095,0,0,0,1,2398,5111,-1,0,385,Liverpool,Fulham,Crystal Palace,Man Utd,,2.7,2.9,3.3,2.5,161.7
Etienne,Capoue,MID,WAT,4800000,1,75,2.6,5.41666666666667E-07,1.5625E-05,0,169802,10,40,0,0,0,1,0,15.6,931,-2,0,75,2,0.4,0,1.7,8,0,8,0,3,0.5,178983,0,0,0,1,2584,3599,0,1,440,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,4.9,2.4,1.3,2.3,91.3
,Carlos Sanchez,MID,WHU,4300000,0,7,1.4,3.25581395348837E-07,1.62790697674419E-06,0,19396,0,4,0,0,0,0,0,1.6,43,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6945,0,0,0,0,217,17,0,0,37,Leicester,Tottenham,Southampton,Watford,,0,0,0,0,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,2,0,0,0,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,12,1,1.85185185185185E-07,2.22222222222222E-06,0,17836,2,7,0,0,0,0,0,2.2,148,-1,0,12,1,0,0,0,0,0,0,0,0,0.1,17402,0,0,0,0,454,15,0,0,10,Leicester,Tottenham,Southampton,Watford,,0,0,0,0,25.8
Craig,Cathcart,DEF,WAT,4500000,2,88,2.8,6.22222222222222E-07,1.95555555555556E-05,0,158519,2,43,0,0,0,3,0,19.6,4771,0,0,88,0,0.3,0,1.3,5,0,6,0,0,4.2,381318,2,0,0,1,2699,117110,0,0,489,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,5.7,3.2,2.9,3,94.3
Ivan,Cavaleiro,MID,WOL,5200000,0,46,1.39393939393939,2.68065268065268E-07,8.84615384615385E-06,0,21724,1,10,0,0,0,3,0,8.8,103,-3,0,46,3,0.1,0,0.7,3,0,1,0,1,0.1,17237,0,0,0,1,662,81,0,0,149,Brighton,Arsenal,Watford,Fulham,Liverpool,1.9,0.7,1.1,0.7,65.6
Petr,Cech,GLK,ARS,4700000,0,24,0.727272727272727,1.54738878143133E-07,5.1063829787234E-06,0,135478,0,9,0,27,0,0,0,5.1,293,-3,0,24,3,0,0,0,3,0,1,0,0,1.1,82992,0,0,0,0,585,261,0,0,130,Crystal Palace,Wolverhampton,Leicester,Brighton,Burnley,0.8,0.4,0.4,0.4,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,524274,4,31,0,0,0,1,0,12.4,1638,-3,0,52,3,0,0,0,7,0,4,0,2,2.1,225570,0,0,0,1,1493,13,0,0,273,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,7,0.212121212121212,4.82093663911846E-08,1.59090909090909E-06,0,12827,2,4,0,0,0,0,0,1.6,69,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,5194,0,0,0,0,192,49,0,0,26,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0.2,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,35,0,0,0,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,6,48,1.8,4.28571428571429E-07,1.14285714285714E-05,0,98683,7,47,0,0,0,2,0,11.4,1217,-3,0,48,3,0.5,0,2,0,0,3,0,0,0.9,47109,0,0,0,0,2226,1632,0,0,362,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0.9,2,1.2,1.3,105.3
,Chicharito,FWD,WHU,6100000,2,86,3.4,5.57377049180328E-07,1.40983606557377E-05,0,620489,2,20,0,0,0,7,0,14.1,8429,-4,0,86,4,0.2,0,1.3,10,0,6,0,4,1.6,556545,0,0,0,2,1326,1172,0,0,276,Leicester,Tottenham,Southampton,Watford,,0,2.8,4,3.1,93.4
Benjamin,Chilwell,DEF,LEI,5100000,2,101,3.2,6.27450980392157E-07,1.98039215686275E-05,0,323882,3,40,0,0,0,0,0,19.8,24250,1,0,101,-1,0.8,0,4.3,8,0,8,0,4,3.1,467178,0,0,0,1,2880,3888,0,0,497,West Ham,Arsenal,Man City,Chelsea,,3.2,2.8,2.9,4.2,148.6
Tahith,Chong,MID,MUN,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,148,0,0,0,0,0,0,0,0.2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,1,38,0,0,3,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4300000,0,12,0.352941176470588,8.20793433652531E-08,2.7906976744186E-06,0,13672,0,3,0,0,0,0,0,2.8,272,-2,0,12,2,0.1,0,0.3,0,0,2,0,0,0.1,13227,0,0,0,0,335,23,0,0,44,West Ham,Arsenal,Man City,Chelsea,,0.2,0.2,0.2,0.2,14.4
Andreas,Christensen,DEF,CHE,5000000,0,14,0.411764705882353,8.23529411764706E-08,2.8E-06,0,53402,1,5,0,0,0,0,0,2.8,262,-5,0,14,5,0.3,0,1.5,0,0,2,0,0,0.4,6387,0,0,0,0,410,802,0,0,85,Burnley,Man Utd,Watford,Leicester,,0.2,0.2,0.2,0.2,9.1
Cyrus,Christie,DEF,FUL,4200000,1,28,0.823529411764706,1.96078431372549E-07,6.66666666666667E-06,0,15904,6,38,0,0,0,0,0,6.7,108,-3,0,28,3,0,0,0,0,0,2,0,0,0.1,7337,0,0,0,0,1714,29,0,0,220,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0.4,0.6,0.4,0.4,72.5
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.117647058823529,2.7359781121751E-08,9.30232558139535E-07,0,8079,0,4,0,0,0,0,0,0.9,100,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,8157,0,0,0,0,86,54,0,0,16,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.23529411764706,2.74509803921569E-07,9.33333333333333E-06,0,29338,1,15,0,0,0,3,0,9.3,98,0,0,42,0,0,0,0,4,0,2,0,0,0.2,21612,0,0,0,1,857,50,0,0,194,Southampton,Brighton,Liverpool,Fulham,,0.7,0.6,0.8,0.6,42.6
Tom,Cleverley,MID,WAT,5000000,0,24,2,4E-07,4.8E-06,0,3121,2,6,0,0,0,1,0,4.8,111,0,0,24,0,0,0,0,2,0,3,0,0,0,3576,0,0,0,0,447,7,0,0,83,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0,0,0,0,16.7
Nathaniel,Clyne,DEF,BOU,4400000,0,24,0.705882352941177,1.60427807486631E-07,5.45454545454545E-06,0,76457,2,18,0,0,0,0,0,5.5,5481,-6,0,24,6,0,0,0,0,0,2,0,0,0.7,85703,0,0,0,0,1001,387,0,0,142,Fulham,Southampton,Tottenham,Crystal Palace,,0.4,0.4,0.4,0.4,26.5
Conor,Coady,DEF,WOL,4500000,1,76,2.3,5.11111111111111E-07,1.68888888888889E-05,0,55128,5,42,0,0,0,0,0,16.9,1343,0,0,76,0,0.2,0,0.7,5,0,7,0,0,0.9,70239,3,0,0,1,2970,6110,0,0,498,Brighton,Arsenal,Watford,Fulham,Liverpool,4.3,1.7,2.4,1.7,53.9
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,67,0,0,0,Watford,Liverpool,Man Utd,Southampton,,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5200000,1,98,3.8,7.30769230769231E-07,1.88461538461538E-05,0,238493,1,30,0,0,0,1,0,18.8,6659,-3,0,98,3,1.2,0,6,9,0,10,0,2,1.4,157392,1,0,0,2,2288,3678,0,0,465,Man Utd,Crystal Palace,Burnley,Tottenham,,4.2,3.9,4.2,3.9,95.3
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,156756,0,0,0,0,0,0,0,0,8242,-2,0,0,2,0,0,0,0,0,0,0,0,2.8,216134,0,0,0,0,0,8060,0,0,0,Liverpool,Fulham,Crystal Palace,Man Utd,,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,3,80,2.4,5.21739130434783E-07,1.73913043478261E-05,0,76861,5,55,0,0,0,1,0,17.4,1609,-4,0,80,4,0.6,0,2.7,0,0,8,0,2,0.5,44307,0,0,0,0,2952,187,0,0,406,Chelsea,Man City,Everton,Arsenal,,1.2,1.4,1.3,2.3,95.6
Helder,Costa,MID,WOL,4600000,1,52,2.1,4.56521739130435E-07,1.1304347826087E-05,0,80338,3,19,0,0,0,1,0,11.3,437,-4,0,52,4,0.2,0,0.7,0,0,5,0,2,0.4,54604,0,0,0,0,1333,355,0,0,136,Brighton,Arsenal,Watford,Fulham,Liverpool,3.7,1.2,2,1,70.9
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55500,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.5,426,0,0,0,0,0,8,0,0,0,Burnley,Man Utd,Watford,Leicester,,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,23,0,0,0,Leicester,Tottenham,Southampton,Watford,,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,0,34,1,2E-07,6.8E-06,0,94495,1,26,0,0,0,0,0,6.8,1372,-5,0,34,5,0.1,0,0.7,0,0,1,0,1,0.5,19264,0,0,0,0,1588,30,0,0,257,Leicester,Tottenham,Southampton,Watford,,0,0.5,0.6,0.5,72.3
Peter,Crouch,FWD,BUR,4400000,0,7,1.4,3.18181818181818E-07,1.59090909090909E-06,0,90344,1,2,0,0,0,0,0,1.6,8959,-1,1,7,1,0,0,0,0,0,0,0,1,0.9,144360,0,0,0,0,73,1609,-1,0,21,Chelsea,Man City,Everton,Arsenal,,0,0,0,0,9.4
,Cunningham,DEF,CAR,4100000,0,9,0.264705882352941,6.45624103299857E-08,2.19512195121951E-06,0,4851,3,17,0,0,0,0,0,2.2,52,-4,0,9,4,0,0,0,0,0,1,0,0,0,1770,0,0,0,0,630,44,0,0,72,Liverpool,Fulham,Crystal Palace,Man Utd,,0.1,0.1,0.1,0.1,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,785,0,0,0,0,0,31,0,0,0,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0,0,0,0,0
,Dalot,DEF,MUN,5300000,2,25,0.757575757575758,1.42938822184105E-07,4.71698113207547E-06,0,20604,3,12,0,0,0,0,0,4.7,1098,-2,0,25,2,0.1,0,0.7,0,0,1,0,2,0.2,27480,0,0,0,0,839,2042,0,0,141,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0.8,0.5,0.4,0.5,45.1
Matthew,Daly,MID,HUD,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,6,0,0,0,Watford,Liverpool,Man Utd,Southampton,,0,0,0,0,0
Loic,Damour,MID,CAR,4300000,0,2,0.0588235294117647,1.36798905608755E-08,4.65116279069767E-07,0,6044,0,2,0,0,0,0,0,0.5,91,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5082,0,0,0,0,21,28,0,0,6,Liverpool,Fulham,Crystal Palace,Man Utd,,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,0,44,2.1,5.1219512195122E-07,1.07317073170732E-05,0,823873,4,34,0,0,0,1,0,10.7,19120,-4,0,44,4,0.1,0,0.3,1,0,4,0,0,3.5,168868,0,0,0,1,1583,46,0,0,278,Fulham,Southampton,Tottenham,Crystal Palace,,0,0,0,0,66.2
,Danilo,DEF,MCI,4900000,0,44,1.33333333333333,2.72108843537415E-07,8.97959183673469E-06,0,152918,1,7,0,0,0,1,0,9,2383,-6,1,44,6,0.6,0,2.7,7,0,4,0,0,0.7,127353,0,0,0,1,802,579,-1,0,196,Tottenham,Man Utd,Burnley,Leicester,Brighton,1.6,0.7,0.8,0.7,38.2
Scott,Dann,DEF,CRY,4400000,1,12,0.352941176470588,8.02139037433155E-08,2.72727272727273E-06,0,1569,1,6,0,0,0,0,0,2.7,70,-1,0,12,1,0.5,0,2,0,0,1,0,0,0,1784,0,0,0,0,391,139,0,0,71,Arsenal,Everton,Cardiff City,Bournemouth,,0.2,0.2,0.2,0.2,12
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3434,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,831,0,0,0,0,0,20,0,0,0,Southampton,Brighton,Liverpool,Fulham,,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,13,0.393939393939394,8.56389986824769E-08,2.82608695652174E-06,0,30355,0,6,0,0,0,0,0,2.8,55,-4,0,13,4,0,0,0,2,0,1,0,0,0.2,10823,0,0,0,0,361,107,0,0,69,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0.4,0.2,0.2,0.2,11.9
,David Luiz,DEF,CHE,5900000,1,140,4.4,7.45762711864407E-07,2.3728813559322E-05,0,978436,3,33,0,0,0,2,0,23.7,47460,4,1,140,-4,0.6,0,3.8,16,0,14,0,2,12.7,1433583,0,0,0,3,2880,19909,-1,0,698,Burnley,Man Utd,Watford,Leicester,,5.3,4.4,5.7,4.6,138.7
,David Silva,MID,MCI,8500000,3,125,4.5,5.29411764705882E-07,1.47058823529412E-05,0,1313146,1,13,0,0,0,6,0,14.7,14932,0,0,125,0,0.2,0,2,13,0,13,0,6,4.4,1252535,0,0,0,2,2047,5488,0,0,536,Tottenham,Man Utd,Burnley,Leicester,Brighton,8.2,4.5,4.8,4.5,265.9
Ben,Davies,DEF,TOT,5600000,6,58,1.75757575757576,3.13852813852814E-07,1.03571428571429E-05,0,443581,2,21,0,0,0,0,0,10.4,1411,-4,0,58,4,0.8,0,4.3,4,0,6,0,0,1.7,100322,0,0,0,0,1551,6527,0,0,307,Man City,Brighton,West Ham,Bournemouth,Everton,2.5,1.4,0.9,1.9,71.4
Tom,Davies,MID,EVE,5000000,0,26,0.764705882352941,1.52941176470588E-07,5.2E-06,0,12870,3,19,0,0,0,0,0,5.2,75,-5,1,26,5,0.1,0,0.7,0,0,2,0,0,0.1,4963,0,0,0,0,975,27,-1,0,127,Man Utd,Crystal Palace,Burnley,Tottenham,,0.4,0.4,0.4,0.4,32.1
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8336,0,4,0,0,0,0,0,2,12,-4,0,9,4,0,0,0,2,0,0,0,1,0,2108,0,0,0,0,97,1,0,0,39,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,11,57,1.72727272727273,1.78069353327085E-07,5.87628865979381E-06,0,1561372,2,3,0,0,0,2,0,5.9,4927,-3,0,57,3,0.9,0,8.3,8,0,6,0,3,5.8,532746,0,0,0,0,919,104600,0,0,261,Tottenham,Man Utd,Burnley,Leicester,Brighton,1.8,1,1.1,1,114.2
David,de Gea,GLK,MUN,5700000,3,112,3.4,5.96491228070175E-07,1.96491228070175E-05,0,1144318,1,44,0,110,0,0,0,19.6,11315,-3,0,112,3,0.5,0,2.7,7,0,7,0,0,16.3,391015,0,0,0,2,2970,6387,0,0,573,Everton,Man City,Chelsea,Huddersfield,Cardiff City,7.5,4.7,4,4.5,75.2
Troy,Deeney,FWD,WAT,5900000,-2,112,3.7,6.27118644067797E-07,1.89830508474576E-05,0,997187,4,37,0,0,0,9,0,19,148186,-1,0,112,1,0.4,0,2.3,13,0,5,0,5,4.2,1116508,0,0,0,4,2370,41453,0,1,406,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0,0,3,4.6,201.8
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,44831,0,2,0,0,0,0,0,0.7,50,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9997,0,0,0,0,22,4,0,0,12,Fulham,Southampton,Tottenham,Crystal Palace,,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,1875,0,14,0,0,0,0,0,1.9,15,-2,0,10,2,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,449,9,0,0,70,Chelsea,Man City,Everton,Arsenal,,0,0,0,0,9.9
Fabian,Delph,DEF,MCI,5300000,0,29,0.878787878787879,1.65809033733562E-07,5.47169811320755E-06,0,90478,1,9,0,0,0,0,0,5.5,162,-2,0,29,2,0,0,0,2,0,3,0,1,0.3,78760,0,0,0,0,722,151,0,1,186,Tottenham,Man Utd,Burnley,Leicester,Brighton,0.8,0.4,0.4,0.4,27.5
Mousa,Dembele,MID,TOT,4900000,0,14,1.4,2.85714285714286E-07,2.85714285714286E-06,0,81907,1,6,0,0,0,0,0,2.9,110,-1,0,14,1,0,0,0,0,0,1,0,0,0.7,23835,0,0,0,0,512,7,0,0,74,Man City,Brighton,West Ham,Bournemouth,Everton,0,0,0,0,7.1
Leander,Dendoncker,MID,WOL,4300000,2,33,1,2.32558139534884E-07,7.67441860465116E-06,0,55922,1,17,0,0,0,1,0,7.7,1507,-2,0,33,2,0.4,0,1.7,1,0,2,0,0,0.6,59599,0,0,0,0,1088,1023,0,0,152,Brighton,Arsenal,Watford,Fulham,Liverpool,1.1,0.5,0.6,0.5,52.2
Laurent,Depoitre,FWD,HUD,5100000,0,34,1,1.96078431372549E-07,6.66666666666667E-06,0,83693,1,23,0,0,0,0,0,6.7,458,-4,0,34,4,0,0,0,0,0,0,0,1,0.4,34054,0,0,0,0,1058,26,0,0,40,Watford,Liverpool,Man Utd,Southampton,,0,0.5,0.5,0.5,54.8
Gerard,Deulofeu,MID,WAT,5600000,0,106,3.21212121212121,5.73593073593074E-07,1.89285714285714E-05,0,461543,2,21,0,0,0,7,0,18.9,54654,1,1,106,-1,0.2,0,1,7,0,8,0,5,4.8,725155,0,0,0,2,1662,35453,-1,0,280,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0,3.3,1.8,3.2,134.7
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3576,0,1,0,0,0,0,0,0.2,7,-4,0,1,4,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,54,0,0,0,4,West Ham,Arsenal,Man City,Chelsea,,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,0,18,0.529411764705882,1.17647058823529E-07,4E-06,0,3721,1,16,0,0,0,0,0,4,24,-5,0,18,5,0,0,0,0,0,1,0,1,0,1654,0,0,0,0,547,4,0,0,37,Watford,Liverpool,Man Utd,Southampton,,0,0.3,0.3,0.3,23.4
Mohamed,Diame,MID,NEW,4800000,1,52,1.9,3.95833333333333E-07,1.08333333333333E-05,0,9051,3,32,0,0,0,0,0,10.8,104,-2,0,52,2,0.2,0,1,0,0,6,0,0,0.1,5918,0,0,0,0,2060,31,0,0,196,Southampton,Brighton,Liverpool,Fulham,,1.4,1.2,1,1.2,54.1
Grady,Diangana,MID,WHU,4500000,1,22,0.647058823529412,1.43790849673203E-07,4.88888888888889E-06,0,23133,0,13,0,0,0,0,0,4.9,79,0,0,22,0,0.2,0,0.7,0,0,1,0,1,0,24450,0,0,0,0,533,15,0,0,78,Leicester,Tottenham,Southampton,Watford,,0.3,0.3,0.3,0.3,44.4
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,0,16,-3,0,0,3,0,0,0,0,0,0,0,0,0,1472,0,0,0,0,0,6,0,0,0,Tottenham,Man Utd,Burnley,Leicester,Brighton,0,0,0,0,0
Eric,Dier,MID,TOT,4700000,0,43,1.3030303030303,2.77240490006447E-07,9.14893617021277E-06,0,191644,3,14,0,0,0,2,0,9.1,543,-3,0,43,3,0,0,0,1,0,5,0,0,0.9,114556,0,0,0,0,1219,44,0,0,206,Man City,Brighton,West Ham,Bournemouth,Everton,0,0.7,0.7,0.7,45.7
Lucas,Digne,DEF,EVE,5300000,1,124,4,7.54716981132075E-07,2.33962264150943E-05,0,1144273,4,36,0,0,0,3,0,23.4,43526,3,0,124,-3,0.9,0,5,15,0,10,0,4,7.9,1416939,1,0,0,3,2610,11667,0,1,616,Man Utd,Crystal Palace,Burnley,Tottenham,,4.5,4.3,4.5,4.2,195.3
Issa,Diop,DEF,WHU,4200000,0,69,2.3,5.47619047619048E-07,1.64285714285714E-05,0,124390,4,42,0,0,0,1,0,16.4,9661,-3,1,69,3,0.1,0,0.3,2,0,5,0,0,1.2,147431,1,0,0,1,2700,1198,-1,0,487,Leicester,Tottenham,Southampton,Watford,,1.9,1.8,2.2,1.7,82
Matt,Doherty,DEF,WOL,5300000,0,115,3.5,6.60377358490566E-07,2.16981132075472E-05,0,1309118,4,38,0,0,0,3,0,21.7,33200,8,0,115,-8,0.2,0,1,9,0,6,0,6,23.3,2580934,1,0,0,3,2709,69792,0,0,501,Brighton,Arsenal,Watford,Fulham,Liverpool,8,3.3,4.4,3.3,172.1
Abdoulaye,Doucoure,MID,WAT,6000000,2,113,3.8,6.33333333333333E-07,1.88333333333333E-05,0,316351,4,45,0,0,0,5,0,19.2,7145,0,-1,113,0,1.1,0,6.3,13,0,5,0,6,3.9,420926,1,0,0,2,2611,109719,1,0,489,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,8.5,4.2,2.4,4.1,167.6
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,3,0,0,0,Brighton,Arsenal,Watford,Fulham,Liverpool,0,0,0,0,0
Kieran,Dowell,MID,EVE,4500000,0,0,0,0,0,0,794,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,1,0,0,0,Man Utd,Crystal Palace,Burnley,Tottenham,,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,4600000,0,0,0,0,0,0,8687,0,0,0,0,0,0,0,0,31,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,2239,0,0,0,0,0,32,0,0,0,Burnley,Man Utd,Watford,Leicester,,0,0,0,0,0
Martin,Dubravka,GLK,NEW,5000000,9,119,3.5,7E-07,2.38E-05,0,67107,1,43,0,89,0,0,0,23.8,2605,0,0,119,0,0.8,0,4,10,0,10,0,0,0.9,91991,0,0,0,0,3060,3682,0,0,583,Southampton,Brighton,Liverpool,Fulham,,3.8,3.5,4,3.4,71.9
Shane,Duffy,DEF,BHA,4800000,1,103,3.4,7.08333333333333E-07,2.14583333333333E-05,0,666495,4,48,0,0,0,5,0,21.5,76042,3,0,103,-3,0.2,0,1,9,0,6,0,2,9.9,1087833,0,0,0,4,2637,11628,0,1,511,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,6.6,3.4,2,3.6,142
Demeaco,Duhaney,DEF,HUD,4000000,0,1,0.0294117647058824,7.35294117647059E-09,2.5E-07,0,164,0,0,0,0,0,0,0,0.3,29,0,0,1,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,45,47,0,0,1,Watford,Liverpool,Man Utd,Southampton,,0,0,0,0,0.5
Paul,Dummett,DEF,NEW,4400000,6,57,2.6,5.90909090909091E-07,1.29545454545455E-05,0,21282,0,22,0,0,0,0,0,13,265,-1,0,57,1,0.6,0,2.7,3,0,6,0,0,0.2,16775,0,0,0,1,1636,990,0,0,305,Southampton,Brighton,Liverpool,Fulham,,2.5,2.2,2.6,2.2,47.5
